sentence,gold_pos,gold_dependencies
The app feels boring.,"[('The', 'RB'), ('app', 'PRP'), ('feels', 'DT'), ('boring.', 'PRP')]","[('app', 'boring.', 'nsubj'), ('app', 'The', 'obj'), ('feels', 'app', 'obj'), ('feels', 'The', 'obj')]"
The experience feels terrible.,"[('The', 'DT'), ('experience', 'VB'), ('feels', 'PRP'), ('terrible.', 'PRP')]","[('terrible.', 'The', 'root'), ('terrible.', 'feels', 'root'), ('experience', 'The', 'obj'), ('feels', 'terrible.', 'nsubj')]"
This service was amazing.,"[('This', 'PRP'), ('service', 'PRP'), ('was', 'JJ'), ('amazing.', 'JJ')]","[('amazing.', 'This', 'obj'), ('service', 'service', 'root'), ('service', 'was', 'nsubj'), ('was', 'was', 'root')]"
The experience seems boring.,"[('The', 'RB'), ('experience', 'PRP'), ('seems', 'NN'), ('boring.', 'NN')]","[('experience', 'seems', 'nsubj'), ('seems', 'boring.', 'nsubj'), ('seems', 'boring.', 'obj'), ('experience', 'experience', 'root')]"
The app feels boring.,"[('The', 'JJ'), ('app', 'JJ'), ('feels', 'NN'), ('boring.', 'VB')]","[('app', 'app', 'obj'), ('feels', 'feels', 'nsubj'), ('feels', 'feels', 'obj'), ('app', 'The', 'nsubj')]"
The app looks awful.,"[('The', 'RB'), ('app', 'JJ'), ('looks', 'RB'), ('awful.', 'JJ')]","[('looks', 'The', 'root'), ('The', 'The', 'root'), ('awful.', 'app', 'nsubj'), ('The', 'The', 'root')]"
This design seems great.,"[('This', 'JJ'), ('design', 'PRP'), ('seems', 'RB'), ('great.', 'VB')]","[('This', 'great.', 'root'), ('This', 'This', 'obj'), ('seems', 'This', 'nsubj'), ('great.', 'This', 'root')]"
The app was mediocre.,"[('The', 'PRP'), ('app', 'RB'), ('was', 'NN'), ('mediocre.', 'DT')]","[('The', 'app', 'nsubj'), ('mediocre.', 'app', 'nsubj'), ('The', 'mediocre.', 'root'), ('mediocre.', 'was', 'nsubj')]"
The experience feels mediocre.,"[('The', 'NN'), ('experience', 'DT'), ('feels', 'VB'), ('mediocre.', 'VB')]","[('experience', 'mediocre.', 'nsubj'), ('feels', 'experience', 'obj'), ('feels', 'mediocre.', 'nsubj'), ('experience', 'experience', 'root')]"
The product feels awful.,"[('The', 'DT'), ('product', 'DT'), ('feels', 'RB'), ('awful.', 'JJ')]","[('product', 'The', 'root'), ('awful.', 'product', 'obj'), ('product', 'The', 'obj'), ('awful.', 'feels', 'nsubj')]"
The product looks boring.,"[('The', 'NN'), ('product', 'RB'), ('looks', 'DT'), ('boring.', 'PRP')]","[('looks', 'The', 'nsubj'), ('product', 'product', 'root'), ('product', 'product', 'root'), ('The', 'product', 'root')]"
The app looks innovative.,"[('The', 'VB'), ('app', 'JJ'), ('looks', 'NN'), ('innovative.', 'DT')]","[('innovative.', 'app', 'nsubj'), ('looks', 'The', 'obj'), ('looks', 'app', 'root'), ('The', 'The', 'obj')]"
The experience looks mediocre.,"[('The', 'RB'), ('experience', 'VB'), ('looks', 'DT'), ('mediocre.', 'VB')]","[('mediocre.', 'looks', 'nsubj'), ('The', 'looks', 'obj'), ('The', 'The', 'obj'), ('The', 'looks', 'obj')]"
The product was amazing.,"[('The', 'PRP'), ('product', 'NN'), ('was', 'VB'), ('amazing.', 'DT')]","[('The', 'amazing.', 'obj'), ('was', 'amazing.', 'root'), ('amazing.', 'The', 'root'), ('product', 'product', 'nsubj')]"
The movie seems mediocre.,"[('The', 'JJ'), ('movie', 'JJ'), ('seems', 'JJ'), ('mediocre.', 'VB')]","[('mediocre.', 'movie', 'obj'), ('movie', 'movie', 'obj'), ('movie', 'The', 'nsubj'), ('mediocre.', 'mediocre.', 'obj')]"
This service is mediocre.,"[('This', 'NN'), ('service', 'JJ'), ('is', 'VB'), ('mediocre.', 'NN')]","[('is', 'service', 'obj'), ('is', 'service', 'nsubj'), ('mediocre.', 'This', 'obj'), ('is', 'This', 'obj')]"
The app is awful.,"[('The', 'JJ'), ('app', 'PRP'), ('is', 'PRP'), ('awful.', 'RB')]","[('The', 'app', 'obj'), ('The', 'app', 'root'), ('is', 'is', 'nsubj'), ('is', 'awful.', 'obj')]"
The product looks fantastic.,"[('The', 'VB'), ('product', 'DT'), ('looks', 'JJ'), ('fantastic.', 'JJ')]","[('product', 'looks', 'root'), ('fantastic.', 'fantastic.', 'nsubj'), ('product', 'looks', 'nsubj'), ('product', 'looks', 'nsubj')]"
This service was fantastic.,"[('This', 'RB'), ('service', 'PRP'), ('was', 'VB'), ('fantastic.', 'PRP')]","[('fantastic.', 'was', 'nsubj'), ('This', 'This', 'obj'), ('fantastic.', 'This', 'obj'), ('service', 'service', 'nsubj')]"
The experience feels terrible.,"[('The', 'JJ'), ('experience', 'RB'), ('feels', 'PRP'), ('terrible.', 'DT')]","[('The', 'terrible.', 'nsubj'), ('feels', 'experience', 'nsubj'), ('terrible.', 'terrible.', 'root'), ('feels', 'feels', 'obj')]"
The app is boring.,"[('The', 'PRP'), ('app', 'RB'), ('is', 'PRP'), ('boring.', 'RB')]","[('boring.', 'boring.', 'root'), ('boring.', 'app', 'obj'), ('app', 'boring.', 'obj'), ('The', 'is', 'nsubj')]"
The product was terrible.,"[('The', 'RB'), ('product', 'RB'), ('was', 'VB'), ('terrible.', 'JJ')]","[('terrible.', 'terrible.', 'nsubj'), ('was', 'The', 'root'), ('was', 'was', 'nsubj'), ('product', 'The', 'root')]"
The app is amazing.,"[('The', 'VB'), ('app', 'NN'), ('is', 'RB'), ('amazing.', 'JJ')]","[('app', 'The', 'obj'), ('amazing.', 'The', 'nsubj'), ('The', 'The', 'obj'), ('amazing.', 'amazing.', 'root')]"
The app was great.,"[('The', 'JJ'), ('app', 'NN'), ('was', 'DT'), ('great.', 'PRP')]","[('was', 'was', 'root'), ('app', 'app', 'obj'), ('app', 'app', 'root'), ('was', 'great.', 'obj')]"
This design seems innovative.,"[('This', 'JJ'), ('design', 'PRP'), ('seems', 'DT'), ('innovative.', 'NN')]","[('innovative.', 'This', 'nsubj'), ('design', 'design', 'root'), ('design', 'This', 'obj'), ('innovative.', 'design', 'nsubj')]"
The experience was amazing.,"[('The', 'PRP'), ('experience', 'DT'), ('was', 'DT'), ('amazing.', 'PRP')]","[('was', 'was', 'obj'), ('The', 'was', 'nsubj'), ('was', 'The', 'obj'), ('amazing.', 'was', 'root')]"
The movie seems terrible.,"[('The', 'DT'), ('movie', 'RB'), ('seems', 'RB'), ('terrible.', 'RB')]","[('movie', 'terrible.', 'obj'), ('The', 'seems', 'nsubj'), ('movie', 'movie', 'obj'), ('movie', 'terrible.', 'root')]"
The product was amazing.,"[('The', 'DT'), ('product', 'VB'), ('was', 'JJ'), ('amazing.', 'RB')]","[('product', 'amazing.', 'root'), ('was', 'was', 'root'), ('amazing.', 'amazing.', 'obj'), ('was', 'The', 'root')]"
This design was boring.,"[('This', 'DT'), ('design', 'VB'), ('was', 'RB'), ('boring.', 'PRP')]","[('was', 'design', 'nsubj'), ('boring.', 'This', 'root'), ('This', 'This', 'nsubj'), ('This', 'boring.', 'nsubj')]"
The movie seems terrible.,"[('The', 'DT'), ('movie', 'PRP'), ('seems', 'DT'), ('terrible.', 'JJ')]","[('The', 'seems', 'nsubj'), ('seems', 'terrible.', 'root'), ('seems', 'movie', 'obj'), ('The', 'seems', 'root')]"
This service was boring.,"[('This', 'RB'), ('service', 'RB'), ('was', 'DT'), ('boring.', 'VB')]","[('boring.', 'was', 'root'), ('service', 'was', 'nsubj'), ('boring.', 'was', 'obj'), ('was', 'This', 'root')]"
The app looks awful.,"[('The', 'DT'), ('app', 'DT'), ('looks', 'NN'), ('awful.', 'NN')]","[('app', 'awful.', 'nsubj'), ('app', 'looks', 'nsubj'), ('app', 'app', 'root'), ('looks', 'The', 'root')]"
This design was terrible.,"[('This', 'RB'), ('design', 'DT'), ('was', 'VB'), ('terrible.', 'PRP')]","[('was', 'was', 'nsubj'), ('This', 'terrible.', 'obj'), ('design', 'terrible.', 'nsubj'), ('terrible.', 'This', 'root')]"
The product looks innovative.,"[('The', 'RB'), ('product', 'NN'), ('looks', 'PRP'), ('innovative.', 'VB')]","[('looks', 'innovative.', 'obj'), ('The', 'The', 'nsubj'), ('product', 'looks', 'root'), ('product', 'product', 'obj')]"
The app looks terrible.,"[('The', 'RB'), ('app', 'VB'), ('looks', 'RB'), ('terrible.', 'NN')]","[('terrible.', 'looks', 'root'), ('looks', 'The', 'root'), ('terrible.', 'The', 'root'), ('terrible.', 'app', 'nsubj')]"
The app was fantastic.,"[('The', 'JJ'), ('app', 'JJ'), ('was', 'JJ'), ('fantastic.', 'VB')]","[('The', 'The', 'root'), ('fantastic.', 'was', 'root'), ('app', 'app', 'obj'), ('The', 'was', 'obj')]"
The app feels terrible.,"[('The', 'RB'), ('app', 'DT'), ('feels', 'NN'), ('terrible.', 'JJ')]","[('feels', 'terrible.', 'obj'), ('terrible.', 'feels', 'root'), ('terrible.', 'feels', 'obj'), ('The', 'feels', 'obj')]"
The movie is terrible.,"[('The', 'JJ'), ('movie', 'VB'), ('is', 'PRP'), ('terrible.', 'JJ')]","[('The', 'is', 'obj'), ('movie', 'terrible.', 'nsubj'), ('The', 'movie', 'nsubj'), ('is', 'is', 'obj')]"
The app looks fantastic.,"[('The', 'RB'), ('app', 'NN'), ('looks', 'DT'), ('fantastic.', 'VB')]","[('fantastic.', 'app', 'nsubj'), ('fantastic.', 'fantastic.', 'root'), ('The', 'app', 'root'), ('The', 'app', 'nsubj')]"
The experience was awful.,"[('The', 'DT'), ('experience', 'VB'), ('was', 'NN'), ('awful.', 'NN')]","[('experience', 'was', 'nsubj'), ('was', 'experience', 'root'), ('awful.', 'experience', 'root'), ('experience', 'experience', 'root')]"
The movie looks innovative.,"[('The', 'NN'), ('movie', 'PRP'), ('looks', 'PRP'), ('innovative.', 'RB')]","[('The', 'looks', 'obj'), ('The', 'innovative.', 'nsubj'), ('innovative.', 'looks', 'obj'), ('movie', 'movie', 'nsubj')]"
The movie looks boring.,"[('The', 'VB'), ('movie', 'PRP'), ('looks', 'VB'), ('boring.', 'NN')]","[('looks', 'boring.', 'obj'), ('looks', 'movie', 'obj'), ('The', 'looks', 'obj'), ('boring.', 'The', 'nsubj')]"
The product is mediocre.,"[('The', 'VB'), ('product', 'JJ'), ('is', 'VB'), ('mediocre.', 'DT')]","[('product', 'The', 'root'), ('is', 'mediocre.', 'nsubj'), ('product', 'product', 'root'), ('is', 'is', 'root')]"
The app feels innovative.,"[('The', 'DT'), ('app', 'VB'), ('feels', 'JJ'), ('innovative.', 'DT')]","[('The', 'app', 'root'), ('feels', 'app', 'obj'), ('feels', 'The', 'root'), ('innovative.', 'innovative.', 'obj')]"
The experience is great.,"[('The', 'VB'), ('experience', 'VB'), ('is', 'DT'), ('great.', 'VB')]","[('The', 'great.', 'root'), ('is', 'The', 'root'), ('The', 'experience', 'obj'), ('The', 'experience', 'obj')]"
This design is great.,"[('This', 'NN'), ('design', 'RB'), ('is', 'NN'), ('great.', 'NN')]","[('design', 'This', 'nsubj'), ('design', 'This', 'root'), ('great.', 'This', 'root'), ('design', 'is', 'obj')]"
The app seems boring.,"[('The', 'NN'), ('app', 'PRP'), ('seems', 'RB'), ('boring.', 'NN')]","[('seems', 'The', 'obj'), ('The', 'app', 'obj'), ('app', 'app', 'nsubj'), ('The', 'boring.', 'root')]"
This design was boring.,"[('This', 'DT'), ('design', 'PRP'), ('was', 'DT'), ('boring.', 'RB')]","[('boring.', 'This', 'root'), ('boring.', 'boring.', 'nsubj'), ('boring.', 'design', 'obj'), ('design', 'design', 'root')]"
The experience looks great.,"[('The', 'VB'), ('experience', 'RB'), ('looks', 'PRP'), ('great.', 'NN')]","[('The', 'looks', 'nsubj'), ('looks', 'great.', 'obj'), ('great.', 'great.', 'obj'), ('The', 'experience', 'nsubj')]"
The experience feels amazing.,"[('The', 'NN'), ('experience', 'VB'), ('feels', 'JJ'), ('amazing.', 'VB')]","[('The', 'amazing.', 'obj'), ('amazing.', 'experience', 'obj'), ('amazing.', 'The', 'root'), ('experience', 'amazing.', 'root')]"
The product seems terrible.,"[('The', 'NN'), ('product', 'RB'), ('seems', 'NN'), ('terrible.', 'JJ')]","[('The', 'terrible.', 'nsubj'), ('terrible.', 'terrible.', 'nsubj'), ('product', 'The', 'root'), ('The', 'seems', 'obj')]"
The app seems awful.,"[('The', 'PRP'), ('app', 'NN'), ('seems', 'NN'), ('awful.', 'VB')]","[('awful.', 'seems', 'nsubj'), ('seems', 'awful.', 'nsubj'), ('awful.', 'app', 'nsubj'), ('app', 'awful.', 'nsubj')]"
This service looks awful.,"[('This', 'VB'), ('service', 'RB'), ('looks', 'PRP'), ('awful.', 'NN')]","[('service', 'This', 'root'), ('service', 'awful.', 'obj'), ('awful.', 'looks', 'obj'), ('awful.', 'awful.', 'nsubj')]"
The movie feels fantastic.,"[('The', 'VB'), ('movie', 'JJ'), ('feels', 'DT'), ('fantastic.', 'NN')]","[('The', 'movie', 'root'), ('feels', 'feels', 'nsubj'), ('fantastic.', 'The', 'nsubj'), ('fantastic.', 'movie', 'nsubj')]"
The movie was mediocre.,"[('The', 'JJ'), ('movie', 'RB'), ('was', 'RB'), ('mediocre.', 'DT')]","[('movie', 'movie', 'nsubj'), ('movie', 'mediocre.', 'nsubj'), ('was', 'mediocre.', 'nsubj'), ('was', 'movie', 'obj')]"
This design looks great.,"[('This', 'VB'), ('design', 'DT'), ('looks', 'PRP'), ('great.', 'JJ')]","[('great.', 'looks', 'root'), ('This', 'great.', 'nsubj'), ('great.', 'This', 'obj'), ('design', 'great.', 'obj')]"
The experience was boring.,"[('The', 'VB'), ('experience', 'JJ'), ('was', 'PRP'), ('boring.', 'NN')]","[('boring.', 'experience', 'obj'), ('The', 'The', 'obj'), ('The', 'The', 'root'), ('The', 'experience', 'nsubj')]"
The experience seems amazing.,"[('The', 'DT'), ('experience', 'NN'), ('seems', 'NN'), ('amazing.', 'VB')]","[('experience', 'amazing.', 'root'), ('experience', 'amazing.', 'nsubj'), ('experience', 'amazing.', 'nsubj'), ('experience', 'seems', 'obj')]"
The experience was innovative.,"[('The', 'VB'), ('experience', 'NN'), ('was', 'RB'), ('innovative.', 'JJ')]","[('innovative.', 'experience', 'nsubj'), ('The', 'experience', 'nsubj'), ('experience', 'was', 'nsubj'), ('experience', 'experience', 'obj')]"
This service feels innovative.,"[('This', 'VB'), ('service', 'JJ'), ('feels', 'NN'), ('innovative.', 'VB')]","[('feels', 'This', 'obj'), ('innovative.', 'feels', 'obj'), ('This', 'innovative.', 'obj'), ('service', 'This', 'nsubj')]"
The experience looks amazing.,"[('The', 'PRP'), ('experience', 'PRP'), ('looks', 'RB'), ('amazing.', 'NN')]","[('amazing.', 'amazing.', 'nsubj'), ('The', 'amazing.', 'root'), ('experience', 'experience', 'nsubj'), ('The', 'experience', 'root')]"
This service is boring.,"[('This', 'PRP'), ('service', 'NN'), ('is', 'RB'), ('boring.', 'DT')]","[('service', 'boring.', 'nsubj'), ('boring.', 'boring.', 'obj'), ('This', 'This', 'obj'), ('service', 'boring.', 'root')]"
This service was boring.,"[('This', 'PRP'), ('service', 'NN'), ('was', 'RB'), ('boring.', 'DT')]","[('was', 'boring.', 'obj'), ('was', 'boring.', 'obj'), ('was', 'boring.', 'obj'), ('This', 'was', 'nsubj')]"
The experience feels amazing.,"[('The', 'JJ'), ('experience', 'PRP'), ('feels', 'JJ'), ('amazing.', 'RB')]","[('The', 'experience', 'root'), ('feels', 'feels', 'obj'), ('The', 'feels', 'obj'), ('The', 'The', 'root')]"
This service looks great.,"[('This', 'RB'), ('service', 'DT'), ('looks', 'JJ'), ('great.', 'VB')]","[('This', 'looks', 'nsubj'), ('This', 'great.', 'obj'), ('This', 'This', 'root'), ('looks', 'looks', 'root')]"
The product feels awful.,"[('The', 'JJ'), ('product', 'DT'), ('feels', 'NN'), ('awful.', 'VB')]","[('The', 'The', 'nsubj'), ('The', 'The', 'obj'), ('feels', 'The', 'root'), ('The', 'feels', 'root')]"
This service is boring.,"[('This', 'VB'), ('service', 'DT'), ('is', 'RB'), ('boring.', 'NN')]","[('This', 'This', 'obj'), ('service', 'service', 'nsubj'), ('boring.', 'boring.', 'nsubj'), ('is', 'This', 'root')]"
The product looks amazing.,"[('The', 'JJ'), ('product', 'NN'), ('looks', 'DT'), ('amazing.', 'NN')]","[('amazing.', 'product', 'root'), ('looks', 'looks', 'obj'), ('The', 'looks', 'root'), ('product', 'looks', 'nsubj')]"
The product feels amazing.,"[('The', 'NN'), ('product', 'VB'), ('feels', 'JJ'), ('amazing.', 'VB')]","[('The', 'feels', 'nsubj'), ('The', 'The', 'obj'), ('product', 'feels', 'nsubj'), ('product', 'product', 'nsubj')]"
The app looks innovative.,"[('The', 'NN'), ('app', 'DT'), ('looks', 'RB'), ('innovative.', 'DT')]","[('The', 'The', 'obj'), ('The', 'looks', 'root'), ('looks', 'The', 'root'), ('app', 'app', 'obj')]"
The experience is fantastic.,"[('The', 'PRP'), ('experience', 'PRP'), ('is', 'VB'), ('fantastic.', 'DT')]","[('fantastic.', 'is', 'nsubj'), ('fantastic.', 'experience', 'root'), ('is', 'is', 'nsubj'), ('fantastic.', 'experience', 'root')]"
The product is terrible.,"[('The', 'VB'), ('product', 'DT'), ('is', 'PRP'), ('terrible.', 'JJ')]","[('The', 'terrible.', 'obj'), ('is', 'terrible.', 'obj'), ('product', 'is', 'nsubj'), ('The', 'The', 'root')]"
The experience was innovative.,"[('The', 'RB'), ('experience', 'VB'), ('was', 'PRP'), ('innovative.', 'JJ')]","[('innovative.', 'was', 'root'), ('was', 'innovative.', 'obj'), ('was', 'was', 'root'), ('The', 'innovative.', 'root')]"
The app is fantastic.,"[('The', 'NN'), ('app', 'PRP'), ('is', 'DT'), ('fantastic.', 'DT')]","[('The', 'app', 'obj'), ('The', 'fantastic.', 'nsubj'), ('app', 'is', 'root'), ('fantastic.', 'fantastic.', 'nsubj')]"
The product looks boring.,"[('The', 'VB'), ('product', 'VB'), ('looks', 'RB'), ('boring.', 'PRP')]","[('The', 'boring.', 'obj'), ('The', 'boring.', 'obj'), ('product', 'boring.', 'obj'), ('product', 'The', 'root')]"
This design seems fantastic.,"[('This', 'VB'), ('design', 'RB'), ('seems', 'NN'), ('fantastic.', 'NN')]","[('design', 'design', 'root'), ('This', 'This', 'root'), ('design', 'design', 'nsubj'), ('design', 'fantastic.', 'nsubj')]"
The app feels awful.,"[('The', 'JJ'), ('app', 'PRP'), ('feels', 'JJ'), ('awful.', 'JJ')]","[('The', 'feels', 'obj'), ('app', 'app', 'obj'), ('The', 'The', 'nsubj'), ('The', 'feels', 'nsubj')]"
The movie looks amazing.,"[('The', 'JJ'), ('movie', 'PRP'), ('looks', 'VB'), ('amazing.', 'JJ')]","[('movie', 'movie', 'root'), ('amazing.', 'amazing.', 'root'), ('The', 'The', 'obj'), ('amazing.', 'The', 'root')]"
The movie feels awful.,"[('The', 'NN'), ('movie', 'VB'), ('feels', 'NN'), ('awful.', 'NN')]","[('awful.', 'The', 'nsubj'), ('awful.', 'The', 'nsubj'), ('awful.', 'feels', 'root'), ('feels', 'feels', 'nsubj')]"
This design was awful.,"[('This', 'NN'), ('design', 'NN'), ('was', 'VB'), ('awful.', 'VB')]","[('design', 'awful.', 'nsubj'), ('awful.', 'This', 'root'), ('was', 'was', 'nsubj'), ('This', 'This', 'nsubj')]"
The product is fantastic.,"[('The', 'DT'), ('product', 'NN'), ('is', 'DT'), ('fantastic.', 'JJ')]","[('fantastic.', 'The', 'nsubj'), ('The', 'product', 'nsubj'), ('fantastic.', 'The', 'obj'), ('is', 'The', 'root')]"
The movie looks innovative.,"[('The', 'PRP'), ('movie', 'VB'), ('looks', 'DT'), ('innovative.', 'RB')]","[('movie', 'movie', 'root'), ('innovative.', 'innovative.', 'root'), ('movie', 'movie', 'nsubj'), ('movie', 'innovative.', 'root')]"
The movie feels terrible.,"[('The', 'NN'), ('movie', 'DT'), ('feels', 'NN'), ('terrible.', 'JJ')]","[('terrible.', 'movie', 'nsubj'), ('feels', 'feels', 'obj'), ('movie', 'movie', 'root'), ('movie', 'movie', 'nsubj')]"
The experience feels great.,"[('The', 'DT'), ('experience', 'NN'), ('feels', 'PRP'), ('great.', 'DT')]","[('great.', 'The', 'root'), ('The', 'great.', 'nsubj'), ('experience', 'experience', 'nsubj'), ('feels', 'great.', 'root')]"
The experience is innovative.,"[('The', 'DT'), ('experience', 'PRP'), ('is', 'NN'), ('innovative.', 'VB')]","[('experience', 'innovative.', 'root'), ('innovative.', 'is', 'obj'), ('The', 'innovative.', 'root'), ('innovative.', 'The', 'nsubj')]"
The product feels innovative.,"[('The', 'DT'), ('product', 'RB'), ('feels', 'DT'), ('innovative.', 'VB')]","[('The', 'The', 'root'), ('The', 'The', 'obj'), ('feels', 'product', 'nsubj'), ('innovative.', 'innovative.', 'root')]"
The experience was mediocre.,"[('The', 'DT'), ('experience', 'RB'), ('was', 'RB'), ('mediocre.', 'RB')]","[('mediocre.', 'was', 'obj'), ('was', 'was', 'root'), ('experience', 'mediocre.', 'obj'), ('mediocre.', 'was', 'root')]"
The product feels great.,"[('The', 'JJ'), ('product', 'NN'), ('feels', 'JJ'), ('great.', 'NN')]","[('feels', 'great.', 'nsubj'), ('The', 'feels', 'nsubj'), ('feels', 'great.', 'nsubj'), ('great.', 'product', 'nsubj')]"
This design seems mediocre.,"[('This', 'JJ'), ('design', 'NN'), ('seems', 'VB'), ('mediocre.', 'PRP')]","[('This', 'mediocre.', 'root'), ('design', 'mediocre.', 'root'), ('mediocre.', 'mediocre.', 'nsubj'), ('This', 'seems', 'nsubj')]"
The experience feels innovative.,"[('The', 'RB'), ('experience', 'JJ'), ('feels', 'DT'), ('innovative.', 'RB')]","[('experience', 'feels', 'nsubj'), ('innovative.', 'feels', 'root'), ('innovative.', 'feels', 'root'), ('The', 'innovative.', 'nsubj')]"
The movie was innovative.,"[('The', 'PRP'), ('movie', 'PRP'), ('was', 'DT'), ('innovative.', 'JJ')]","[('innovative.', 'was', 'obj'), ('movie', 'The', 'root'), ('innovative.', 'movie', 'obj'), ('movie', 'was', 'nsubj')]"
The product feels mediocre.,"[('The', 'RB'), ('product', 'VB'), ('feels', 'NN'), ('mediocre.', 'JJ')]","[('feels', 'feels', 'root'), ('The', 'product', 'obj'), ('feels', 'feels', 'root'), ('feels', 'product', 'root')]"
This design seems innovative.,"[('This', 'RB'), ('design', 'JJ'), ('seems', 'RB'), ('innovative.', 'PRP')]","[('seems', 'innovative.', 'nsubj'), ('design', 'This', 'nsubj'), ('seems', 'seems', 'root'), ('seems', 'design', 'obj')]"
This service looks mediocre.,"[('This', 'VB'), ('service', 'NN'), ('looks', 'DT'), ('mediocre.', 'NN')]","[('This', 'looks', 'root'), ('service', 'looks', 'root'), ('service', 'This', 'root'), ('This', 'This', 'obj')]"
The movie feels amazing.,"[('The', 'RB'), ('movie', 'NN'), ('feels', 'VB'), ('amazing.', 'DT')]","[('movie', 'feels', 'root'), ('amazing.', 'amazing.', 'root'), ('movie', 'movie', 'root'), ('feels', 'amazing.', 'obj')]"
The product was terrible.,"[('The', 'DT'), ('product', 'DT'), ('was', 'RB'), ('terrible.', 'DT')]","[('was', 'product', 'obj'), ('product', 'was', 'root'), ('terrible.', 'The', 'obj'), ('was', 'The', 'obj')]"
The experience feels awful.,"[('The', 'VB'), ('experience', 'VB'), ('feels', 'NN'), ('awful.', 'DT')]","[('experience', 'awful.', 'nsubj'), ('feels', 'feels', 'obj'), ('awful.', 'awful.', 'root'), ('feels', 'The', 'root')]"
This service feels terrible.,"[('This', 'RB'), ('service', 'JJ'), ('feels', 'PRP'), ('terrible.', 'DT')]","[('terrible.', 'This', 'root'), ('terrible.', 'This', 'nsubj'), ('feels', 'service', 'obj'), ('terrible.', 'service', 'nsubj')]"
The movie was amazing.,"[('The', 'RB'), ('movie', 'RB'), ('was', 'RB'), ('amazing.', 'DT')]","[('The', 'was', 'obj'), ('movie', 'The', 'root'), ('movie', 'amazing.', 'root'), ('movie', 'was', 'root')]"
The app feels terrible.,"[('The', 'JJ'), ('app', 'DT'), ('feels', 'VB'), ('terrible.', 'JJ')]","[('feels', 'The', 'root'), ('The', 'feels', 'nsubj'), ('app', 'feels', 'nsubj'), ('The', 'The', 'nsubj')]"
The experience feels awful.,"[('The', 'PRP'), ('experience', 'DT'), ('feels', 'DT'), ('awful.', 'PRP')]","[('The', 'feels', 'nsubj'), ('feels', 'feels', 'nsubj'), ('awful.', 'feels', 'nsubj'), ('feels', 'The', 'obj')]"
The movie is boring.,"[('The', 'VB'), ('movie', 'VB'), ('is', 'JJ'), ('boring.', 'DT')]","[('boring.', 'is', 'nsubj'), ('movie', 'The', 'root'), ('boring.', 'is', 'obj'), ('movie', 'The', 'obj')]"
This service is great.,"[('This', 'RB'), ('service', 'NN'), ('is', 'JJ'), ('great.', 'PRP')]","[('service', 'is', 'obj'), ('This', 'great.', 'root'), ('This', 'is', 'nsubj'), ('is', 'service', 'nsubj')]"
This design seems boring.,"[('This', 'RB'), ('design', 'DT'), ('seems', 'JJ'), ('boring.', 'DT')]","[('seems', 'seems', 'nsubj'), ('design', 'design', 'obj'), ('design', 'design', 'obj'), ('design', 'This', 'obj')]"
The movie was great.,"[('The', 'NN'), ('movie', 'PRP'), ('was', 'DT'), ('great.', 'PRP')]","[('The', 'was', 'obj'), ('The', 'great.', 'obj'), ('great.', 'great.', 'obj'), ('was', 'was', 'nsubj')]"
This service feels mediocre.,"[('This', 'PRP'), ('service', 'RB'), ('feels', 'PRP'), ('mediocre.', 'VB')]","[('This', 'feels', 'root'), ('mediocre.', 'This', 'root'), ('mediocre.', 'service', 'root'), ('feels', 'feels', 'nsubj')]"
The product looks awful.,"[('The', 'JJ'), ('product', 'DT'), ('looks', 'DT'), ('awful.', 'NN')]","[('The', 'awful.', 'root'), ('product', 'product', 'obj'), ('looks', 'The', 'obj'), ('looks', 'looks', 'nsubj')]"
The app looks great.,"[('The', 'NN'), ('app', 'DT'), ('looks', 'PRP'), ('great.', 'RB')]","[('app', 'app', 'nsubj'), ('looks', 'great.', 'root'), ('looks', 'looks', 'obj'), ('great.', 'great.', 'obj')]"
This design seems terrible.,"[('This', 'VB'), ('design', 'PRP'), ('seems', 'DT'), ('terrible.', 'JJ')]","[('design', 'design', 'root'), ('seems', 'terrible.', 'obj'), ('terrible.', 'seems', 'root'), ('This', 'terrible.', 'obj')]"
The movie was mediocre.,"[('The', 'NN'), ('movie', 'JJ'), ('was', 'DT'), ('mediocre.', 'PRP')]","[('The', 'mediocre.', 'nsubj'), ('was', 'The', 'obj'), ('mediocre.', 'was', 'obj'), ('The', 'mediocre.', 'root')]"
This service looks boring.,"[('This', 'RB'), ('service', 'NN'), ('looks', 'VB'), ('boring.', 'PRP')]","[('service', 'This', 'obj'), ('service', 'boring.', 'obj'), ('service', 'boring.', 'root'), ('service', 'This', 'obj')]"
The app seems awful.,"[('The', 'VB'), ('app', 'NN'), ('seems', 'PRP'), ('awful.', 'NN')]","[('The', 'The', 'nsubj'), ('app', 'app', 'root'), ('The', 'awful.', 'obj'), ('awful.', 'awful.', 'nsubj')]"
The product looks amazing.,"[('The', 'NN'), ('product', 'PRP'), ('looks', 'PRP'), ('amazing.', 'JJ')]","[('amazing.', 'The', 'nsubj'), ('product', 'looks', 'root'), ('The', 'looks', 'obj'), ('product', 'The', 'root')]"
The app is boring.,"[('The', 'NN'), ('app', 'JJ'), ('is', 'JJ'), ('boring.', 'RB')]","[('boring.', 'The', 'root'), ('The', 'boring.', 'root'), ('boring.', 'app', 'nsubj'), ('app', 'app', 'obj')]"
